idx,density,log_density,AD_type,y_pred,y_true
1100,1.1336540287613521e-71,-163.3580955330966,IAD,77.943565,78.0
1101,1.1005745250789757e-71,-163.3877092635954,IAD,49.071835,49.0
1102,8.835376497701918e-72,-163.6073629763667,IAD,55.93662,56.0
1103,1.0947348177218436e-71,-163.39302944423451,IAD,61.137436,57.0
1104,1.0391462385902197e-71,-163.44514215099943,IAD,50.17711,50.0
1105,4.63035020464523e-78,-178.06900475014552,OAD,79.41431,76.0
1106,4.63035020464523e-78,-178.06900475014552,OAD,79.41431,35.0
1107,5.012862495408943e-78,-177.98963014523164,OAD,74.22048,53.0
1108,1.281824276369488e-78,-179.35335297434662,OAD,69.718765,57.0
1109,2.000268031680134e-83,-190.4212815310851,OAD,66.58879,42.0
1110,3.124209115513201e-84,-192.27796664337816,OAD,51.369656,88.0
1111,2.548029419083811e-85,-194.78441262089936,OAD,41.111927,63.0
1112,1.4276042378746725e-85,-195.36373522333355,OAD,60.77274,84.0
1113,9.662118730052479e-85,-193.45151995008564,OAD,45.768227,55.0
1114,3.124209115513201e-84,-192.27796664337816,OAD,51.369656,88.0
1115,1.650372215460057e-83,-190.6135618709065,OAD,52.321888,43.0
1116,1.5009788517839518e-84,-193.01103034836552,OAD,56.060013,92.0
1117,9.939414339621896e-86,-195.7258098981104,OAD,48.77738,45.0
1118,1.1288267495374383e-85,-195.59855408589587,OAD,59.07621,78.0
1119,8.193822775801661e-86,-195.91893744713002,OAD,51.85069,42.0
1120,2.4454204826392783e-86,-197.12810091280778,OAD,53.537636,73.0
1121,8.191805243420898e-86,-195.91918370346986,OAD,46.382412,29.0
1122,1.4487362127207373e-88,-202.25679658452196,OAD,66.268555,84.0
1123,2.813845515919756e-88,-201.59293612468463,OAD,61.141476,38.0
1124,3.0092920159084427e-89,-203.8283684360373,OAD,64.72593,79.0
1125,2.8501984309613995e-89,-203.88268465971447,OAD,59.29061,40.0
1126,1.0913838788904599e-89,-204.84262677184594,OAD,67.0918,89.0
1127,8.467588616421964e-90,-205.09641259833262,OAD,63.172188,52.0
1128,1.7631893522700648e-94,-215.87587444034887,OAD,64.363106,63.0
1129,1.7194222169933258e-94,-215.90101042740153,OAD,59.613304,33.0
1130,2.802638622482895e-91,-208.50468212385184,OAD,72.74566,83.0
1131,2.867569043055874e-87,-199.27143844296288,OAD,70.80166,81.0
1132,6.58844008543777e-92,-209.95251194429963,OAD,71.8876,91.0
1133,4.4544983060428337e-97,-221.85683957952392,OAD,70.09185,61.0
1134,1.7216794733475585e-83,-190.57126246609315,OAD,44.388012,43.0
1135,6.088556726261338e-84,-191.61073674862646,OAD,47.182346,39.0
1136,2.376376720173634e-86,-197.15674105629398,OAD,53.474422,51.0
1137,1.2220235179136968e-88,-202.42698007748325,OAD,49.197147,34.0
1138,2.5898390793327853e-93,-213.1888179061968,OAD,67.801186,79.0
1139,3.4767132273943376e-95,-217.49949646183208,OAD,68.15647,87.0
1140,1.4586807423907315e-97,-222.973221594298,OAD,65.17434,88.0
1141,5.2366491080857756e-98,-223.99765730282985,OAD,66.956924,90.0
1142,3.7018850445493777e-97,-222.04191185900896,OAD,68.418724,89.0
1143,2.2374768489639527e-83,-190.3092138942242,OAD,84.38987,79.0
1144,2.237269568429985e-83,-190.3093065388189,OAD,80.08723,92.0
1145,5.781817065447426e-94,-214.6882807369756,OAD,68.395706,39.0
1146,1.1274795836423453e-96,-220.92818424283192,OAD,64.16886,63.3
1147,3.3308174072250253e-97,-222.1475362789172,OAD,58.09865,9.73
1148,8.750958595236984e-83,-188.94539947039547,OAD,56.43722,86.0
1149,8.266700509380531e-87,-198.21266763211085,OAD,51.969337,72.0
1150,8.584903357695197e-93,-211.99040841127197,OAD,55.996357,83.0
1151,1.2963254443154626e-85,-195.4601992236468,OAD,58.628216,34.0
1152,2.4428524862375692e-82,-187.9188112172788,OAD,73.72083,36.0
1153,2.8428429311720857e-80,-183.1620028559462,OAD,60.72378,29.0
1154,7.158270704585438e-80,-182.2385390094281,OAD,63.942398,27.0
1155,8.750958595236984e-83,-188.94539947039547,OAD,56.43722,86.0
1156,1.920590652170155e-84,-192.76451504143034,OAD,43.546143,50.0
1157,4.109012780378918e-88,-201.21430538324157,OAD,62.705223,79.0
1158,6.6702749168896615e-90,-205.334997293461,OAD,53.725586,32.0
1159,2.4483596136619457e-92,-210.94241030058532,OAD,66.0967,81.0
1160,1.0440342748323011e-93,-214.09732132922557,OAD,57.22565,46.0
1161,1.622328320791256e-91,-209.0513811099913,OAD,62.216087,71.0
1162,1.43979164267677e-93,-213.7759152379129,OAD,49.058678,36.0
1163,1.3061475049588037e-96,-220.78108695887926,OAD,69.51243,78.0
1164,3.5268460577687813e-97,-222.09035001691188,OAD,58.748985,42.0
1165,1.6241220283124592e-88,-202.14252080397296,OAD,71.3114,92.0
1166,3.982637571850941e-89,-203.5481289701715,OAD,61.224274,61.0
1167,2.1554218377896272e-97,-222.58276756762868,OAD,70.75724,81.0
1168,1.0211147590081366e-97,-223.3298590889194,OAD,64.402016,39.0
1169,3.6799317060965454e-103,-235.863370384504,OAD,69.001625,83.0
1170,2.283838287040512e-102,-234.03782199862718,OAD,61.00706,37.0
1171,9.533539260851072e-99,-225.70110817669755,OAD,67.463844,73.0
1172,1.618781418291661e-97,-222.8690803651618,OAD,70.28745,71.0
1173,2.1571793016762244e-103,-236.39746308894706,OAD,67.18847,67.0
1174,9.424571671637568e-86,-195.77899771116665,OAD,52.938572,58.0
1175,2.311304600825078e-90,-206.39484624208666,OAD,54.313503,41.0
1176,3.952063541472513e-92,-210.463590697388,OAD,55.814606,40.0
1177,1.7717762175282876e-94,-215.871016185309,OAD,52.91937,36.0
1178,4.155474287073722e-97,-221.92632745011593,OAD,54.74438,45.0
1179,3.841231203325648e-100,-228.91271635832837,OAD,67.236885,82.0
1180,4.513476491047501e-107,-244.8695372532063,OAD,52.806522,42.0
1181,3.2175858906354703e-70,-160.01232515461516,IAD,88.88528,94.0
1182,3.212604571588963e-70,-160.01387450842427,IAD,90.21597,91.0
1183,3.314602988156501e-70,-159.98261865536284,IAD,90.45255,92.0
1184,3.3568110820481285e-70,-159.96996506899603,IAD,92.764084,94.0
1185,3.2587259719414325e-70,-159.99962019674214,IAD,51.190166,49.0
1186,3.212604678967201e-70,-160.01387447500022,IAD,11.296229,4.0
1187,3.2169610339753176e-70,-160.01251937393454,IAD,72.24848,83.0
1188,3.217582640095008e-70,-160.01232616485768,IAD,76.91827,74.0
1189,3.214062491746805e-70,-160.0134207988518,IAD,70.35131,70.0
1190,3.212604571588963e-70,-160.01387450842427,IAD,26.755579,24.0
1191,3.3710789955243236e-70,-159.9657236397511,IAD,81.99006,87.0
1192,4.1836589514645056e-70,-159.7497702986992,IAD,71.91231,70.0
1193,4.2936512189000595e-70,-159.72381903864678,IAD,54.081223,54.0
1194,3.484423637331497e-70,-159.93265386288414,IAD,52.6551,44.0
1195,3.212604571769661e-70,-160.01387450836802,IAD,76.20731,82.0
1196,3.4002012613763266e-70,-159.95712188519056,IAD,90.66225,91.0
1197,4.145155505535918e-70,-159.7590162052857,IAD,90.32416,90.0
1198,4.050216189522639e-70,-159.78218624976037,IAD,88.90899,89.0
1199,3.217126327577956e-70,-160.01246799334444,IAD,88.80861,90.0
1200,3.216648081599808e-70,-160.0126166606581,IAD,90.98747,89.0
1201,3.215174047023247e-70,-160.01307501742633,IAD,90.93659,92.0
1202,3.2126050726768775e-70,-160.01387435244868,IAD,89.93082,90.0
1203,3.399742313448982e-70,-159.95725687099537,IAD,92.471855,91.0
1204,3.279541016904854e-70,-159.99325303084927,IAD,95.449265,92.0
1205,5.7779096186420727e-70,-159.4269145499872,IAD,84.21978,80.0
1206,5.7753292808041733e-70,-159.42736123647975,IAD,86.308624,91.0
1207,5.695160120949995e-70,-159.44133979702136,IAD,77.29582,76.0
1208,5.711586450833749e-70,-159.43845968723105,IAD,84.00261,87.0
1209,5.6161495443871936e-70,-159.45531021494014,IAD,80.36041,78.0
1210,5.618496580788755e-70,-159.45489239378057,IAD,87.57648,90.0
1211,3.397208687166082e-70,-159.958002389508,IAD,88.02539,90.0
1212,3.279533173583258e-70,-159.99325542244338,IAD,88.400276,91.0
1213,3.5283762791297204e-70,-159.92011872204378,IAD,45.015026,49.0
1214,3.322306698651449e-70,-159.98029717915833,IAD,48.59784,46.0
1215,3.21260457171095e-70,-160.0138745083863,IAD,87.38354,88.0
1216,3.2126049452629724e-70,-160.0138743921093,IAD,90.370804,90.0
1217,3.212604650636608e-70,-160.0138744838188,IAD,90.763756,92.0
1218,3.2126059462459694e-70,-160.0138740805295,IAD,90.69471,91.0
1219,3.9963998434885526e-84,-192.03175389478622,OAD,61.567867,88.0
1220,1.8527646270504243e-82,-188.19529870891532,OAD,65.66694,86.0
1221,1.8527646270504243e-82,-188.19529870891532,OAD,65.66694,0.0
1222,4.404766916350161e-82,-187.32929028095145,OAD,74.47448,8.0
1223,4.404766916350161e-82,-187.32929028095145,OAD,74.47448,25.0
1224,4.702729227910481e-85,-194.17158987752174,OAD,59.79848,0.0
1225,4.702729227910481e-85,-194.17158987752174,OAD,59.79848,11.0
1226,8.659769602156239e-93,-211.98172553105766,OAD,54.650356,33.0
1227,8.659769602156239e-93,-211.98172553105766,OAD,54.650356,56.0
1228,4.443286016445385e-82,-187.32058342900797,OAD,53.390972,0.0
1229,4.443286016445385e-82,-187.32058342900797,OAD,53.390972,38.0
1230,2.6565499439149353e-91,-208.55821519508046,OAD,53.87307,51.0
1231,2.6565499439149353e-91,-208.55821519508046,OAD,53.87307,89.0
1232,3.002876490312274e-78,-178.50206659414732,OAD,57.571007,87.0
1233,3.002876490312274e-78,-178.50206659414732,OAD,57.571007,0.0
1234,1.8849757245047854e-96,-220.41425398485814,OAD,41.315834,24.0
1235,1.8849757245047854e-96,-220.41425398485814,OAD,41.315834,76.0
1236,6.407253168664338e-92,-209.98039789919105,OAD,30.9935,90.0
1237,1.1839450535719232e-96,-220.87931679949958,OAD,40.324543,50.0
1238,8.339829342112719e-96,-218.9271261738435,OAD,42.691994,81.0
1239,2.3936885437976215e-94,-215.5701632414324,OAD,36.54108,98.0
1240,6.0099166426757977e-92,-210.04441767677235,OAD,36.02619,86.0
1241,4.5984203556542354e-91,-208.00953061888345,OAD,32.426952,45.0
1242,4.5984203556542354e-91,-208.00953061888345,OAD,32.426952,82.0
1243,3.5518139900195317e-93,-212.87295519236224,OAD,46.333874,30.0
1244,2.6787533594811547e-92,-210.85247703352465,OAD,22.069534,80.0
1245,7.112081624792869e-94,-214.4812037662427,OAD,30.033464,83.0
1246,2.4157896007433094e-100,-229.37648310890924,OAD,32.739014,99.0
1247,1.4113779564133777e-92,-211.49326205423148,OAD,19.434092,50.0
1248,1.450347998530701e-97,-222.9789504937984,OAD,38.264687,96.0
1249,2.2939569775254915e-93,-213.31013538426302,OAD,21.419836,98.0
1250,1.5740412324111329e-100,-229.80486295381147,OAD,22.37905,20.0
1251,3.2083146317851696e-114,-261.32895483888643,OAD,18.58063,65.0
1252,2.0807660001699579e-106,-243.34128376213764,OAD,19.893747,85.0
1253,6.774167453532675e-71,-161.5704251284499,IAD,16.90513,10.0
1254,6.774292621997841e-71,-161.5704066512998,IAD,24.28281,13.0
1255,6.807169042460612e-71,-161.56556527479842,IAD,57.338917,60.0
1256,6.9020433392334454e-71,-161.5517240986929,IAD,58.154858,61.0
1257,6.918418436472672e-71,-161.5493544087118,IAD,59.209248,63.0
1258,6.804203253303975e-71,-161.56600105587017,IAD,66.086174,66.0
1259,2.685007655310722e-70,-160.1932729304865,IAD,71.157326,76.0
1260,2.6804156883839394e-70,-160.19498461948243,IAD,73.329506,76.0
1261,2.658031852054263e-70,-160.20337056589733,IAD,72.63059,75.0
1262,2.6288223658493592e-70,-160.2144205333113,IAD,68.75213,62.0
1263,1.4823295669684116e-70,-160.78734162756132,IAD,83.544266,90.0
1264,1.484261754543641e-70,-160.78603899592855,IAD,85.07571,90.0
1265,7.021464877700674e-71,-161.53456973427137,IAD,25.490498,11.0
1266,6.8687907510888385e-71,-161.55655353060047,IAD,-2.952834,3.0
1267,6.774167453048261e-71,-161.5704251285214,IAD,89.95759,90.0
1268,6.774167449440569e-71,-161.57042512905397,IAD,88.68683,89.0
1269,6.9067124332634365e-71,-161.55104784743827,IAD,90.57798,93.0
1270,6.792595519450871e-71,-161.5677084778696,IAD,87.455414,88.0
1271,6.774558759191238e-71,-161.57036736572704,IAD,89.886154,89.0
1272,6.7741676218297964e-71,-161.57042510360594,IAD,86.526184,85.0
1273,6.851490457154668e-71,-161.5590753889852,IAD,85.946594,86.0
1274,6.774167885602517e-71,-161.57042506466792,IAD,92.55904,93.0
1275,9.189814606519243e-71,-161.26544583980603,IAD,81.89687,81.0
1276,6.774321617656455e-71,-161.57040237106006,IAD,78.706635,79.0
1277,6.7743203312033255e-71,-161.57040256096147,IAD,76.97818,75.0
1278,6.774168783947395e-71,-161.5704249320546,IAD,76.4445,76.0
1279,6.7741676387401995e-71,-161.57042510110963,IAD,81.46469,80.0
1280,4.86691520891671e-88,-201.04502787440853,OAD,66.47404,95.0
1281,4.674621353259671e-88,-201.0853400179707,OAD,65.82842,90.0
1282,5.441311393687864e-89,-203.23605317963757,OAD,57.037983,93.0
1283,3.8727603574619714e-93,-212.78644612499917,OAD,63.841614,94.0
1284,3.7203906758998105e-93,-212.82658496527227,OAD,67.33326,95.0
1285,3.6294540472811737e-93,-212.85133141167876,OAD,60.527622,93.0
1286,1.1997207128070475e-93,-213.95832485806775,OAD,61.59891,91.0
1287,1.6638953784193966e-90,-206.72349690258775,OAD,50.538536,90.0
1288,5.519879213945871e-92,-210.12947257693415,OAD,53.745632,87.0
1289,5.94124098272661e-88,-200.8455701522712,OAD,48.75552,83.0
1290,2.3675588505809023e-89,-204.068213873011,OAD,53.08402,90.0
1291,9.916418473495424e-93,-211.84622183331874,OAD,48.12772,61.0
1292,7.512313511462289e-93,-212.12387017265846,OAD,56.728878,78.0
1293,7.239716361411392e-93,-212.16083161941668,OAD,52.4708,82.0
1294,7.264778858897183e-93,-212.15737579113062,OAD,56.371277,79.0
1295,7.234161418121827e-93,-212.1615992013525,OAD,57.55927,80.0
1296,3.635993861197685e-93,-212.8495311604719,OAD,57.855816,92.0
1297,2.917138777584731e-94,-215.3723954762374,OAD,48.443592,69.0
1298,5.095050841309549e-98,-224.02506946812434,OAD,51.91051,40.0
1299,1.025395038831533e-97,-223.32567607834292,OAD,49.995792,33.0
1300,1.3683980098658337e-92,-211.52418783568314,OAD,8.104237,0.0
1301,3.939538368760919e-93,-212.7693500972899,OAD,72.075455,94.0
1302,3.629521064974219e-93,-212.8513129468977,OAD,54.729168,90.0
1303,3.629662990574316e-93,-212.85127384454157,OAD,65.51011,72.0
1304,2.687522887928771e-94,-215.45437883158417,OAD,48.54634,90.0
1305,7.397907373723832e-93,-212.13921647556262,OAD,52.47193,77.0
1306,6.867421111121467e-93,-212.21362499680248,OAD,46.686172,68.0
1307,7.669472266704359e-99,-225.91867639826106,OAD,46.798023,33.0
1308,6.931599896112364e-93,-212.20432299664984,OAD,66.31342,86.0
1309,7.233299259181512e-93,-212.16171838729127,OAD,56.34672,83.0
1310,3.477298061259029e-101,-231.31483881936015,OAD,54.400906,75.0
1311,4.639158152011692e-77,-175.76451924352037,OAD,53.163963,91.0
1312,6.825977340764987e-86,-196.10158246655698,OAD,42.18912,91.0
1313,7.623023652778733e-88,-200.59631508765708,OAD,41.433296,91.0
1314,3.1519906966289497e-78,-178.4536030331214,OAD,49.98644,82.0
1315,3.1518469327226675e-78,-178.45364864467257,OAD,37.575253,57.0
1316,3.182685717008124e-78,-178.443911848091,OAD,47.724903,95.0
1317,3.3058615122568204e-78,-178.4059401448336,OAD,49.080433,91.0
1318,3.182685717008124e-78,-178.443911848091,OAD,47.724903,78.0
1319,3.182685717008124e-78,-178.443911848091,OAD,47.724903,83.0
1320,7.363700975229554e-83,-189.11800006225633,OAD,53.26945,75.0
1321,1.565206017852833e-81,-186.06137507638894,OAD,46.489285,79.0
1322,3.0982851971465885e-81,-185.37854373628804,OAD,46.390854,74.0
1323,2.062675291640501e-92,-211.11382472995064,OAD,48.990868,80.0
1324,3.869841257730186e-83,-189.76134923097976,OAD,50.825855,66.0
1325,3.902767606403598e-83,-189.7528767743799,OAD,58.9849,75.0
1326,3.565456530423319e-83,-189.84327061381362,OAD,49.577404,47.0
1327,3.568059767637858e-83,-189.84254075290875,OAD,44.626453,53.0
1328,6.745019048534808e-82,-186.90317331175893,OAD,54.101467,81.0
1329,3.126010071797227e-83,-189.9748052645676,OAD,7.5059977,0.0
1330,1.4755765241508057e-82,-188.42292884825628,OAD,60.89966,81.0
1331,1.4755765241508057e-82,-188.42292884825628,OAD,60.89966,77.0
1332,3.626486793452408e-83,-189.82629836436973,OAD,59.948826,76.0
1333,1.4465755174113734e-84,-193.0479487604383,OAD,58.6879,78.0
1334,3.5923350714764534e-83,-189.83576028971137,OAD,46.48915,67.0
1335,5.493418939022031e-89,-203.22652245721844,OAD,57.977383,80.0
1336,3.5636299478057116e-83,-189.84378304487,OAD,61.56128,85.0
1337,3.565880746998952e-83,-189.84315164129566,OAD,66.136795,82.0
1338,3.600674090800766e-83,-189.83344164312768,OAD,47.934135,72.0
1339,3.562948774903377e-83,-189.84397420894211,OAD,47.8073,61.0
1340,4.1950381219702415e-83,-189.6806602911499,OAD,68.48635,82.0
1341,3.090497548238737e-84,-192.28881571470484,OAD,24.197847,0.0
1342,4.231388469833027e-83,-189.67203253584836,OAD,46.903282,73.0
1343,4.231388469833027e-83,-189.67203253584836,OAD,46.903282,80.0
1344,3.562937629603564e-83,-189.84397733705816,OAD,49.859352,63.0
1345,3.562937629603564e-83,-189.84397733705816,OAD,49.859352,76.0
1346,3.562924540918693e-83,-189.84398101063044,OAD,34.566257,54.0
1347,3.562966703198129e-83,-189.84396917708486,OAD,31.17825,62.0
1348,8.065568799893258e-88,-200.5398839474306,OAD,51.73817,0.0
1349,2.22987761973353e-88,-201.82554147855316,OAD,61.292797,63.0
1350,1.0106567944226479e-87,-200.31430267946914,OAD,58.987858,78.0
1351,1.9155981775501222e-83,-190.4645327803928,OAD,44.615322,54.0
1352,4.7789874784095645e-90,-205.66842966999926,OAD,41.8701,0.0
1353,4.3464118229444065e-90,-205.7633077330432,OAD,46.19044,42.0
1354,1.233234880088117e-93,-213.9307729476061,OAD,50.528988,0.0
1355,1.7744256396966817e-92,-211.26435176815866,OAD,58.334145,92.0
1356,5.996380080031544e-94,-214.65184277427772,OAD,56.658585,88.0
1357,1.491467719457151e-92,-211.43806787371935,OAD,54.484062,0.0
1358,1.7744256396966817e-92,-211.26435176815866,OAD,58.334145,92.0
1359,6.466938112378599e-102,-232.99697673273144,OAD,50.953457,92.0
1360,1.5701436563473575e-87,-199.87373597444952,OAD,71.05143,91.0
1361,1.7151528589192314e-94,-215.90349653422913,OAD,45.928326,90.0
1362,1.949198929328001e-97,-222.68333553772328,OAD,63.932426,89.0
1363,1.8317253328094264e-90,-206.6274000419582,OAD,58.625675,77.0
1364,1.4013349310380095e-92,-211.50040325097447,OAD,72.19613,70.0
1365,4.612209166472173e-92,-210.30912160141287,OAD,42.698505,74.0
1366,7.475540419854231e-90,-205.2210219558302,OAD,60.777615,18.0
1367,7.932196454774526e-88,-200.55655820575572,OAD,67.766785,83.0
1368,2.8170692624593924e-87,-199.28920601457747,OAD,72.92778,83.0
1369,1.0974315586075114e-89,-204.83710077362508,OAD,54.02084,81.0
1370,7.929231001640914e-89,-202.85951721883688,OAD,63.850433,70.0
1371,2.3083666400490854e-92,-211.00128836324888,OAD,61.98956,88.0
1372,1.7744256396966817e-92,-211.26435176815866,OAD,58.334145,85.0
1373,4.850552019915826e-92,-210.2587360384403,OAD,57.134514,65.0
1374,2.0680006557240517e-93,-213.41383137471885,OAD,52.231228,80.0
1375,1.665305122954082e-95,-218.23557547076197,OAD,57.708252,88.0
1376,8.327333580310396e-89,-202.81052996993586,OAD,51.284073,95.0
1377,8.53754883387281e-89,-202.78559933166298,OAD,50.169476,85.0
1378,6.365106956720035e-93,-212.28958261269432,OAD,41.573055,78.0
1379,9.660404836969337e-91,-207.2672079065229,OAD,57.436268,90.0
1380,4.9210196947554906e-104,-237.8753339073193,OAD,61.7717,76.0
1381,9.535091272730883e-102,-232.6087006739969,OAD,64.99184,91.0
1382,8.928142356257877e-94,-214.2537903910071,OAD,67.73288,85.0
1383,1.6480541641556927e-93,-213.64081835089974,OAD,66.36943,87.0
1384,3.5033508652590275e-99,-226.70220430584672,OAD,53.961704,91.0
1385,8.345386270801782e-86,-195.90060915375193,OAD,34.13554,85.0
1386,3.187357026620852e-92,-210.6786365003671,OAD,35.75064,70.0
1387,4.951248886366784e-105,-240.17179491934044,OAD,54.817062,70.0
1388,1.1697312897980365e-96,-220.89139487183547,OAD,59.646355,68.0
1389,1.2115948686724993e-95,-218.55364626943867,OAD,42.24671,65.0
1390,3.139042960721859e-104,-238.3249317074974,OAD,54.694134,72.0
1391,7.531725379242267e-96,-219.02904477783426,OAD,62.89333,73.0
1392,2.4296754902218535e-92,-210.950070850136,OAD,43.550632,72.0
1393,4.514633732624288e-95,-217.23825977319834,OAD,45.459503,60.0
1394,1.6034330724745155e-93,-213.66826664756692,OAD,48.741104,94.0
1395,1.6034330724745155e-93,-213.66826664756692,OAD,48.741104,65.0
1396,6.162372843055487e-92,-210.01936665028322,OAD,53.318413,95.0
1397,1.821072925539693e-99,-227.3564983594929,OAD,65.4586,81.0
1398,4.229958770474486e-88,-201.18529593739808,OAD,34.79509,92.0
1399,1.1690715046658101e-90,-207.07644852146603,OAD,52.87529,60.0
1400,1.4425131056804987e-89,-204.56368647171746,OAD,60.491405,64.0
1401,6.730552100551481e-80,-182.3001502634886,OAD,86.156494,92.0
1402,6.996314865927061e-90,-205.28727480675576,OAD,91.090385,95.0
1403,7.1020697930829906e-93,-212.1800273867302,OAD,80.54284,87.0
1404,5.460322041389907e-72,-164.0886189256143,OAD,93.07006,93.0
1405,9.652166819156803e-84,-191.1499653805092,OAD,77.837234,86.0
1406,4.187289139021576e-87,-198.89284954945916,OAD,82.8132,44.0
1407,7.46342260187777e-81,-184.49937842969834,OAD,88.47337,85.0
1408,2.14561124203201e-91,-208.77181898935166,OAD,88.3327,97.0
1409,1.0580881678005042e-86,-197.96585433311893,OAD,81.028496,80.18
1410,1.3549665547758392e-101,-232.25731762119383,OAD,73.589905,76.0
1411,1.6268142509596115e-94,-215.95637508630995,OAD,92.0321,76.0
1412,7.461804142450985e-88,-200.61769095634784,OAD,67.47554,60.0
1413,1.684506991976786e-83,-190.59308978387713,OAD,83.35023,85.0
1414,1.938092597062997e-97,-222.689049728393,OAD,80.97513,70.0
1415,7.367524603326764e-95,-216.74850205936986,OAD,87.13723,79.0
1416,1.1338594969848973e-91,-209.40961616519493,OAD,80.43089,83.0
1417,8.429232119558741e-120,-274.1785054804409,OAD,65.53258,82.0
1418,1.1570652932876154e-90,-207.08677148957986,OAD,82.99321,81.0
1419,3.8845467605833684e-131,-300.28164086914865,OAD,63.421223,82.0
1420,1.5197238433951293e-95,-218.3270551980592,OAD,85.62881,98.0
1421,1.2704807950646695e-93,-213.90101824082754,OAD,74.79477,71.0
1422,1.3940965432133379e-86,-197.6900714312971,OAD,76.98809,78.0
1423,3.814131780429588e-92,-210.49911549710643,OAD,83.55415,96.0
1424,2.9965011514560403e-106,-242.97657453218582,OAD,66.71338,88.0
1425,1.0029303537104498e-93,-214.137487579853,OAD,54.606304,3.0
1426,9.101340776735983e-88,-200.41906644270355,OAD,66.8638,15.0
1427,7.450543734818804e-89,-202.9217862622024,OAD,78.01739,14.0
1428,5.6185471151485e-86,-196.2962448874407,OAD,66.95439,69.0
1429,2.699560600551166e-85,-194.72664388526388,OAD,81.51079,78.87
1430,7.740975412627706e-102,-232.81715178342785,OAD,59.634304,60.12
1431,9.840363675114586e-94,-214.15650607220599,OAD,47.656677,12.0
1432,5.211590409238131e-86,-196.37143292741504,OAD,63.7872,8.0
1433,1.6187692325964514e-87,-199.84323696294618,OAD,73.9239,59.4
1434,2.7676109065012355e-84,-192.39916335208562,OAD,60.85009,79.75
1435,6.43235336041491e-91,-207.67390299421507,OAD,91.82523,95.0
1436,1.4723945849295278e-106,-243.68712981256985,OAD,70.08441,82.0
1437,5.128340167945849e-90,-205.59787631664298,OAD,51.177307,9.0
1438,2.9430032510030704e-84,-192.33771723759295,OAD,66.61304,2.0
1439,3.168362312080664e-86,-196.86910316388798,OAD,73.951454,38.0
1440,3.2321551689750516e-83,-189.94141356879672,OAD,61.302666,49.0
1441,1.2174999799129135e-80,-184.01000788004768,OAD,91.62539,83.0
1442,8.976456931617344e-101,-230.3664891389851,OAD,65.568054,66.0
1443,1.0323251854949278e-84,-193.38533409185098,OAD,47.654133,14.0
1444,4.8068091356249575e-77,-175.72901867792558,OAD,58.954094,6.0
1445,1.4297943773710198e-79,-181.5466917046451,OAD,66.98491,42.0
1446,7.390190678069721e-76,-172.9963135307457,OAD,60.94911,61.0
1447,2.610370366683987e-85,-194.7602407902825,OAD,46.87619,1.0
1448,1.1336497395159924e-93,-214.0149713625304,OAD,40.018463,5.0
1449,8.029694752736869e-89,-202.84692676259172,OAD,49.479168,42.0
1450,8.54185189948404e-88,-200.48251034912744,OAD,49.51359,60.0
1451,7.584568027159466e-88,-200.6013725232321,OAD,49.963547,98.0
1452,6.308225387933742e-88,-200.7856337845231,OAD,54.69696,98.0
1453,8.861249314107856e-92,-209.65614079466866,OAD,45.124084,60.0
1454,3.291679581363516e-87,-199.1335051449184,OAD,50.88782,52.0
1455,6.308225387933742e-88,-200.7856337845231,OAD,54.69696,59.0
1456,4.725100533871777e-89,-203.3771844387408,OAD,53.42527,95.0
1457,3.638741115682538e-97,-222.05911624593273,OAD,63.40129,96.0
1458,2.2307430102563638e-100,-229.45617458097172,OAD,62.842464,92.0
1459,3.078621822323187e-92,-210.71334651889163,OAD,56.524345,98.0
1460,6.871369771202004e-97,-221.42339054960817,OAD,56.449173,90.0
1461,5.063959279210577e-92,-210.2156799118728,OAD,50.735695,96.0
1462,1.9527606105109254e-102,-234.1944354162743,OAD,64.2989,84.0
1463,4.019373425963801e-96,-219.65704290113365,OAD,51.80792,98.0
1464,3.5745188765792835e-94,-215.16916815432884,OAD,51.42691,75.0
1465,5.144573572413073e-89,-203.29213079256004,OAD,45.651863,89.0
1466,5.18023727272932e-99,-226.31107334564197,OAD,49.527,84.0
1467,5.3568663290510446e-98,-223.97495994940485,OAD,64.27136,93.0
1468,9.479582203227841e-96,-218.7990286835221,OAD,54.848156,94.0
1469,1.4580997199378274e-100,-229.88137527313785,OAD,49.07091,94.0
1470,2.3186762900739456e-98,-224.8123426551955,OAD,64.74502,82.0
1471,4.1996841789797627e-97,-221.91574469344144,OAD,50.11592,58.0
1472,1.1917612228407606e-101,-232.38566216023023,OAD,56.43112,59.0
1473,4.528283005685434e-98,-224.1429962732131,OAD,54.179585,88.0
1474,3.7261249529934484e-87,-199.0095342834399,OAD,58.710823,95.0
1475,1.4802654997468591e-95,-218.35336237102624,OAD,71.72944,92.0
1476,4.817313513810447e-95,-217.17336742403592,OAD,59.187847,94.0
1477,7.87183340573455e-96,-218.98487793079178,OAD,67.45877,94.0
1478,2.6930552344993433e-94,-215.45232241742409,OAD,59.42989,88.0
1479,1.7277331363479143e-101,-232.0142841689269,OAD,56.519733,92.0
1480,3.0033232483118276e-104,-238.36913024637704,OAD,44.08829,81.0
1481,5.720087329437838e-86,-196.27833392482853,OAD,37.461422,92.0
1482,1.456786592298661e-85,-195.34349985863417,OAD,57.600365,95.0
1483,1.7876830069281908e-86,-197.44139762564424,OAD,58.035305,96.0
